"Question ID","Participant ID","Thought ID","Vote","Timestamp"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","2657b59f-a8e1-4786-98bb-b0381e9ad2cc","6afe98b7-ba77-48b8-b701-e8c23b8c54c1","Agree","August 27, 2025 at 8:28 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","a8302e4a-717d-446e-86e0-c8c70189285a","e07a15bf-0fef-4ae8-9a70-a24e5d581210","Agree","August 27, 2025 at 8:28 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","11f2674a-fc80-4188-be6e-010487ab72e7","e07a15bf-0fef-4ae8-9a70-a24e5d581210","Agree","August 27, 2025 at 8:28 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","a8302e4a-717d-446e-86e0-c8c70189285a","67913d34-123a-4cac-ba5f-e581da239882","Agree","August 27, 2025 at 8:28 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","11f2674a-fc80-4188-be6e-010487ab72e7","6afe98b7-ba77-48b8-b701-e8c23b8c54c1","Agree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","a8302e4a-717d-446e-86e0-c8c70189285a","6afe98b7-ba77-48b8-b701-e8c23b8c54c1","Agree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","11f2674a-fc80-4188-be6e-010487ab72e7","2cbf4fd4-10ab-483f-99d7-4cc97df1a632","Agree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","a8302e4a-717d-446e-86e0-c8c70189285a","3f875cba-8297-4bcd-9132-adc1e63c517a","Agree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","11f2674a-fc80-4188-be6e-010487ab72e7","3f875cba-8297-4bcd-9132-adc1e63c517a","Agree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","e0df969f-a767-4045-97ce-3e16029e386c","3f875cba-8297-4bcd-9132-adc1e63c517a","Agree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","e0df969f-a767-4045-97ce-3e16029e386c","e07a15bf-0fef-4ae8-9a70-a24e5d581210","Disagree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","11f2674a-fc80-4188-be6e-010487ab72e7","b3ed530f-ed88-44ca-b959-f963e32e590b","Disagree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","e0df969f-a767-4045-97ce-3e16029e386c","b3ed530f-ed88-44ca-b959-f963e32e590b","Agree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","38e81cf3-1cf2-49e0-ae8b-fb822b0d6c6f","2cbf4fd4-10ab-483f-99d7-4cc97df1a632","Agree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","e0df969f-a767-4045-97ce-3e16029e386c","6afe98b7-ba77-48b8-b701-e8c23b8c54c1","Disagree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","e0df969f-a767-4045-97ce-3e16029e386c","2cbf4fd4-10ab-483f-99d7-4cc97df1a632","Agree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","38e81cf3-1cf2-49e0-ae8b-fb822b0d6c6f","e07a15bf-0fef-4ae8-9a70-a24e5d581210","Agree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","38e81cf3-1cf2-49e0-ae8b-fb822b0d6c6f","6afe98b7-ba77-48b8-b701-e8c23b8c54c1","Agree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","56efba8c-30e1-4244-b584-a42a10eeeeb0","67913d34-123a-4cac-ba5f-e581da239882","Agree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","38e81cf3-1cf2-49e0-ae8b-fb822b0d6c6f","67913d34-123a-4cac-ba5f-e581da239882","Agree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","56efba8c-30e1-4244-b584-a42a10eeeeb0","e07a15bf-0fef-4ae8-9a70-a24e5d581210","Agree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","38e81cf3-1cf2-49e0-ae8b-fb822b0d6c6f","42ceddba-854b-4c06-a4ce-08a6cefc40bd","Agree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","56efba8c-30e1-4244-b584-a42a10eeeeb0","42ceddba-854b-4c06-a4ce-08a6cefc40bd","Agree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","56efba8c-30e1-4244-b584-a42a10eeeeb0","b3ed530f-ed88-44ca-b959-f963e32e590b","Agree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","56efba8c-30e1-4244-b584-a42a10eeeeb0","6afe98b7-ba77-48b8-b701-e8c23b8c54c1","Agree","August 27, 2025 at 8:29 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","c4ad6c4c-f6a7-4b5b-bb98-b4f9b9adcc97","6afe98b7-ba77-48b8-b701-e8c23b8c54c1","Disagree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","c4ad6c4c-f6a7-4b5b-bb98-b4f9b9adcc97","42ceddba-854b-4c06-a4ce-08a6cefc40bd","Agree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","c4ad6c4c-f6a7-4b5b-bb98-b4f9b9adcc97","2cbf4fd4-10ab-483f-99d7-4cc97df1a632","Disagree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","c4ad6c4c-f6a7-4b5b-bb98-b4f9b9adcc97","8fa51c9b-fe70-4b6b-adea-41749e187cb4","Agree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","49dc90ac-49ea-456a-9cce-a310669a2af4","6afe98b7-ba77-48b8-b701-e8c23b8c54c1","Disagree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","c4ad6c4c-f6a7-4b5b-bb98-b4f9b9adcc97","e593fb8d-c107-4f5b-a7d9-fbff3ae3f750","Agree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","016b4a88-f7a5-4c76-bf7a-ed4af8c3815a","716bfce7-a4a1-46ac-bde9-82850a4276d5","Disagree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","49dc90ac-49ea-456a-9cce-a310669a2af4","b3ed530f-ed88-44ca-b959-f963e32e590b","Agree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","49dc90ac-49ea-456a-9cce-a310669a2af4","84ad9d99-f4d2-485c-a47e-ba945cddab3b","Agree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","016b4a88-f7a5-4c76-bf7a-ed4af8c3815a","e07a15bf-0fef-4ae8-9a70-a24e5d581210","Agree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","49dc90ac-49ea-456a-9cce-a310669a2af4","716bfce7-a4a1-46ac-bde9-82850a4276d5","Disagree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","016b4a88-f7a5-4c76-bf7a-ed4af8c3815a","499b441e-6d04-45cd-9b37-5398762ebb66","Agree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","49dc90ac-49ea-456a-9cce-a310669a2af4","2cbf4fd4-10ab-483f-99d7-4cc97df1a632","Disagree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","016b4a88-f7a5-4c76-bf7a-ed4af8c3815a","67913d34-123a-4cac-ba5f-e581da239882","Agree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","016b4a88-f7a5-4c76-bf7a-ed4af8c3815a","e593fb8d-c107-4f5b-a7d9-fbff3ae3f750","Agree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","9968bf9d-31b7-4939-b59b-79d695a622ce","e593fb8d-c107-4f5b-a7d9-fbff3ae3f750","Disagree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","b17e7abd-a99c-40c0-8faa-5d0271485885","6afe98b7-ba77-48b8-b701-e8c23b8c54c1","Agree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","b17e7abd-a99c-40c0-8faa-5d0271485885","e07a15bf-0fef-4ae8-9a70-a24e5d581210","Agree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","9968bf9d-31b7-4939-b59b-79d695a622ce","67913d34-123a-4cac-ba5f-e581da239882","Disagree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","b17e7abd-a99c-40c0-8faa-5d0271485885","3f875cba-8297-4bcd-9132-adc1e63c517a","Agree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","b17e7abd-a99c-40c0-8faa-5d0271485885","b3ed530f-ed88-44ca-b959-f963e32e590b","Agree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","9968bf9d-31b7-4939-b59b-79d695a622ce","499b441e-6d04-45cd-9b37-5398762ebb66","Disagree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","9968bf9d-31b7-4939-b59b-79d695a622ce","b3ed530f-ed88-44ca-b959-f963e32e590b","Disagree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","b17e7abd-a99c-40c0-8faa-5d0271485885","67913d34-123a-4cac-ba5f-e581da239882","Agree","August 27, 2025 at 8:30 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","9968bf9d-31b7-4939-b59b-79d695a622ce","e2918298-4fa0-4fe4-917b-75c603ebcc44","Agree","August 27, 2025 at 8:31 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","30e6b95a-d63c-4fe8-a5b2-afc9c9d916e7","67913d34-123a-4cac-ba5f-e581da239882","Disagree","August 27, 2025 at 8:31 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","30e6b95a-d63c-4fe8-a5b2-afc9c9d916e7","716bfce7-a4a1-46ac-bde9-82850a4276d5","Disagree","August 27, 2025 at 8:31 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","30e6b95a-d63c-4fe8-a5b2-afc9c9d916e7","b3ed530f-ed88-44ca-b959-f963e32e590b","Disagree","August 27, 2025 at 8:31 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","5dcb077b-2317-4dce-956c-94419d85ab9d","9b2bfaec-0a16-437a-9bba-90e89be72127","Agree","August 27, 2025 at 8:31 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","30e6b95a-d63c-4fe8-a5b2-afc9c9d916e7","499b441e-6d04-45cd-9b37-5398762ebb66","Disagree","August 27, 2025 at 8:31 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","30e6b95a-d63c-4fe8-a5b2-afc9c9d916e7","e2918298-4fa0-4fe4-917b-75c603ebcc44","Disagree","August 27, 2025 at 8:31 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","5dcb077b-2317-4dce-956c-94419d85ab9d","84ad9d99-f4d2-485c-a47e-ba945cddab3b","Disagree","August 27, 2025 at 8:31 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","5dcb077b-2317-4dce-956c-94419d85ab9d","e2918298-4fa0-4fe4-917b-75c603ebcc44","Agree","August 27, 2025 at 8:31 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","5dcb077b-2317-4dce-956c-94419d85ab9d","b3ed530f-ed88-44ca-b959-f963e32e590b","Agree","August 27, 2025 at 8:31 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","5dcb077b-2317-4dce-956c-94419d85ab9d","3f875cba-8297-4bcd-9132-adc1e63c517a","Agree","August 27, 2025 at 8:31 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","bcb22047-63ee-4fb7-a4be-2054ca53b39b","b3ed530f-ed88-44ca-b959-f963e32e590b","Agree","August 27, 2025 at 8:31 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","bcb22047-63ee-4fb7-a4be-2054ca53b39b","716bfce7-a4a1-46ac-bde9-82850a4276d5","Agree","August 27, 2025 at 8:31 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","bcb22047-63ee-4fb7-a4be-2054ca53b39b","e593fb8d-c107-4f5b-a7d9-fbff3ae3f750","Agree","August 27, 2025 at 8:31 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","bcb22047-63ee-4fb7-a4be-2054ca53b39b","74c158d6-2b4c-4e9c-a3dc-4082163dcb45","Agree","August 27, 2025 at 8:31 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","bcb22047-63ee-4fb7-a4be-2054ca53b39b","6afe98b7-ba77-48b8-b701-e8c23b8c54c1","Agree","August 27, 2025 at 8:31 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","e39c3d2d-ad68-490f-a703-4df62f0e4501","716bfce7-a4a1-46ac-bde9-82850a4276d5","Agree","August 27, 2025 at 8:32 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","e39c3d2d-ad68-490f-a703-4df62f0e4501","499b441e-6d04-45cd-9b37-5398762ebb66","Agree","August 27, 2025 at 8:32 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","e39c3d2d-ad68-490f-a703-4df62f0e4501","e593fb8d-c107-4f5b-a7d9-fbff3ae3f750","Agree","August 27, 2025 at 8:32 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","e39c3d2d-ad68-490f-a703-4df62f0e4501","2cbf4fd4-10ab-483f-99d7-4cc97df1a632","Agree","August 27, 2025 at 8:32 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","e39c3d2d-ad68-490f-a703-4df62f0e4501","9b2bfaec-0a16-437a-9bba-90e89be72127","Agree","August 27, 2025 at 8:32 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","21e1528c-83ef-4d78-b5a4-5fa2a27aa26e","e593fb8d-c107-4f5b-a7d9-fbff3ae3f750","Disagree","August 27, 2025 at 8:32 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","21e1528c-83ef-4d78-b5a4-5fa2a27aa26e","e2918298-4fa0-4fe4-917b-75c603ebcc44","Disagree","August 27, 2025 at 8:32 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","21e1528c-83ef-4d78-b5a4-5fa2a27aa26e","b3ed530f-ed88-44ca-b959-f963e32e590b","Agree","August 27, 2025 at 8:32 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","21e1528c-83ef-4d78-b5a4-5fa2a27aa26e","716bfce7-a4a1-46ac-bde9-82850a4276d5","Agree","August 27, 2025 at 8:32 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","21e1528c-83ef-4d78-b5a4-5fa2a27aa26e","2f95b707-4395-4724-b242-2f00294d97f4","Agree","August 27, 2025 at 8:32 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","4b79d35e-065b-4605-8d50-3af6ec549abf","2cbf4fd4-10ab-483f-99d7-4cc97df1a632","Disagree","August 27, 2025 at 8:33 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","4b79d35e-065b-4605-8d50-3af6ec549abf","499b441e-6d04-45cd-9b37-5398762ebb66","Disagree","August 27, 2025 at 8:33 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","4b79d35e-065b-4605-8d50-3af6ec549abf","3f875cba-8297-4bcd-9132-adc1e63c517a","Agree","August 27, 2025 at 8:33 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","4b79d35e-065b-4605-8d50-3af6ec549abf","e26f5d1a-4a48-4c3a-91b6-06fd25084038","Disagree","August 27, 2025 at 8:33 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","4b79d35e-065b-4605-8d50-3af6ec549abf","e07a15bf-0fef-4ae8-9a70-a24e5d581210","Disagree","August 27, 2025 at 8:33 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","553f184d-8cb4-4c25-b362-6f3d8a471ad5","8fa51c9b-fe70-4b6b-adea-41749e187cb4","Agree","August 27, 2025 at 8:33 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","553f184d-8cb4-4c25-b362-6f3d8a471ad5","42ceddba-854b-4c06-a4ce-08a6cefc40bd","Agree","August 27, 2025 at 8:33 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","8e80c9f4-752c-4b84-82c1-7776def4570b","9b2bfaec-0a16-437a-9bba-90e89be72127","Agree","August 27, 2025 at 8:33 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","553f184d-8cb4-4c25-b362-6f3d8a471ad5","67913d34-123a-4cac-ba5f-e581da239882","Agree","August 27, 2025 at 8:33 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","d14bae73-89ba-4246-b1fa-ee55dbddefd1","c1f35493-5349-40ff-84ca-db3e37c71345","Agree","August 27, 2025 at 8:33 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","553f184d-8cb4-4c25-b362-6f3d8a471ad5","74c158d6-2b4c-4e9c-a3dc-4082163dcb45","Agree","August 27, 2025 at 8:33 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","fbf11058-2509-4e5a-b688-209eb74b310a","9b2bfaec-0a16-437a-9bba-90e89be72127","Disagree","August 27, 2025 at 8:33 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","8e80c9f4-752c-4b84-82c1-7776def4570b","3f875cba-8297-4bcd-9132-adc1e63c517a","Disagree","August 27, 2025 at 8:33 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","d14bae73-89ba-4246-b1fa-ee55dbddefd1","2f95b707-4395-4724-b242-2f00294d97f4","Agree","August 27, 2025 at 8:33 AM (GMT)"
"2582d6cd-152b-4b10-9b3d-1565307f8a92","553f184d-8cb4-4c25-b362-6f3d8a471ad5","716bfce7-a4a1-46ac-bde9-82850a4276d5","Agree","August 27, 2025 at 8:33 AM (GMT)"
