ID,Type,Text,Summary
2e6e027f-9286-4cce-8831-267c5ab6524d,Conversation,What kind of future do you want?,"Across a large and diverse sample, participants report pervasive awareness and frequent interaction with AI in daily life, especially for tasks related to work, information search, and routine personal support, underscoring AI’s deep integration into modern routines. While most view AI as beneficial in enhancing efficiency, convenience, learning, and mental health resources, significant reservations persist, particularly around emotional, social, and ethical implications. Although a majority recognize the educational value of AI for children and adults, there is strong apprehension about risks to genuine human connection, especially regarding children’s and vulnerable individuals’ emotional development, social skill formation, and exposure to manipulation or harmful content. Participants overwhelmingly believe that core aspects of human relationships—such as true empathy, physical presence, unconditional love, and mutual vulnerability—are irreplaceable by AI, even as many acknowledge AI’s potential to provide supplemental companionship or emotional support. Notably, companionship and emotional bonds with AI are seen as acceptable to a minority but evoke broad skepticism and concern about over-dependence, loss of social skills, and erosion of human relationships, fears that intensify when considering romantic or sexual relationships with AI, which are strongly disapproved by most. Attitudes toward the human-likeness of AI are divided: a plurality supports more human-like AI interactions, but substantial opposition and ambivalence remain, particularly when AI oversteps practical roles to seek emotional intimacy unprompted. Trust in AI companies and chatbots is moderate and cautious, contrasting sharply with high trust in personal figures like family doctors or teachers, and public opinions of AI’s societal risks and benefits are nuanced and often context-dependent—optimistic about cost of living, time savings, and learning, yet highly skeptical about AI’s effect on jobs and social cohesion. Despite recognizing some positive mental health impacts from AI support and a few reporting feeling emotionally understood by AI, most participants remain unconvinced that AI can genuinely care or possess consciousness, often interpreting empathetic behaviors as sophisticated simulation rather than authentic experience. Repeated themes include the necessity of boundaries and safeguards—especially for children and vulnerable users—alongside calls for clear disclosure, transparency, and strict ethical regulation. Survey engagement prompted some participants to adopt more nuanced or polarized views, but the dominant sentiment favors using AI as a helpful tool that supports, but does not replace, authentic human relationships, creativity, and judgment, with a consistent emphasis on retaining human primacy in emotional and social domains."
0b473fbf-be43-4c32-a805-1275d54ac9ef,Poll,"Thinking about the last three months, how often, if at all, have you noticed AI systems in your daily life?","The Remesh poll question explored the frequency with which participants have noticed AI systems in their daily lives over the past three months. A total of 1,052 participants, representing 230 population segments, responded to the single-select question with five possible options: 'daily', 'weekly', 'monthly', 'annually', and 'never'. The findings reveal that a notable majority—73.9%—reported noticing AI systems 'daily', indicating a high level of routine exposure to AI technologies. An additional 22.1% of participants selected 'weekly', suggesting that nearly all respondents encounter AI at least once a week. Only 2.9% reported noticing AI 'monthly', while a minimal 0.2% selected 'annually'. Notably, just 0.9% of participants indicated that they have 'never' noticed AI systems in their daily life. These results suggest that awareness and recognition of AI systems are widespread among participants, with daily encounters being the norm for most. The data underscores the pervasive presence of AI in everyday experiences across diverse population segments."
0b473fbf-be43-4c32-a805-1275d54ac9ef,Poll,"Thinking about the last three months, how often, if at all, have you noticed AI systems in your daily life?","The Remesh poll question explored the frequency with which participants have noticed AI systems in their daily lives over the past three months. A total of 1,052 participants, representing 230 population segments, responded to the single-select question with five possible options: 'daily', 'weekly', 'monthly', 'annually', and 'never'. The findings reveal a notable prevalence of AI awareness in everyday life, with 73.9% of participants indicating they noticed AI systems 'daily'. An additional 22.1% reported noticing AI 'weekly', while smaller proportions selected 'monthly' (2.9%), 'annually' (0.2%), or 'never' (0.9%). These results suggest that the vast majority of participants are regularly exposed to or aware of AI systems, with only a negligible fraction reporting rare or no encounters. The data underscores the notable integration of AI technologies into the daily experiences of most participants."
f24f304d-b314-401a-a259-ce0596ad77d4,Poll,"Thinking about the last three months, how often, if at all, have you noticed human interactions which have been replaced with automated systems?","The Remesh poll question explored the frequency with which participants have observed human interactions being replaced by automated systems over the past three months. Among the 1,052 participants, who were distributed across 230 population segments, the findings reveal that a notable proportion are encountering automation in daily life. Specifically, 28.0% of participants reported noticing such changes 'daily', while the largest share, 43.1%, indicated they observed this 'weekly'. Additionally, 21.9% selected 'monthly', 2.5% chose 'annually', and only 4.6% stated they 'never' noticed human interactions being replaced by automated systems. These results suggest that the replacement of human interactions with automation is a common experience for most participants, with over 70% noticing it at least weekly. The data underscores a notable prevalence of automation in everyday interactions, as perceived by the surveyed population."
f24f304d-b314-401a-a259-ce0596ad77d4,Poll,"Thinking about the last three months, how often, if at all, have you noticed human interactions which have been replaced with automated systems?","The Remesh poll question explored the frequency with which participants have observed human interactions being replaced by automated systems over the past three months. Among the 1,052 participants, who were distributed across 230 population segments, the majority reported encountering such changes on a regular basis. Specifically, 28.0% indicated they noticed these replacements 'daily', while an even larger proportion, 43.1%, selected 'weekly'. A further 21.9% observed these changes 'monthly', and only 2.5% reported noticing them 'annually'. Notably, just 4.6% of participants stated they had 'never' noticed human interactions being replaced by automated systems. These findings suggest that the replacement of human interactions with automated systems is a common experience for most participants, with over 70% encountering it at least weekly. The data highlights a notable prevalence of automation in everyday interactions, as perceived by the surveyed population."
f66d16d1-630b-4aba-8c2d-a96961fcb03e,Poll,"Thinking about the last three months, how often, if at all, have you been expected to use an AI system at work?","The Remesh poll question examined the frequency with which participants have been expected to use an AI system at work over the past three months. Among the 1,052 participants, who were distributed across 230 population segments, responses revealed a notable prevalence of AI system usage in the workplace. A plurality, 42.3%, reported being expected to use AI systems 'daily', while an additional 31.8% indicated 'weekly' expectations. Less frequent usage was reported by 10.6% ('monthly') and 1.4% ('annually'). Notably, 13.9% of participants stated they were 'never' expected to use AI at work. These findings suggest that, for a notable majority of participants (74.1%), the expectation to use AI systems at work is at least weekly, highlighting the growing integration of AI technologies into workplace routines. The presence of a non-trivial minority who have 'never' been expected to use AI (13.9%) also points to ongoing disparities in AI adoption across different segments."
f66d16d1-630b-4aba-8c2d-a96961fcb03e,Poll,"Thinking about the last three months, how often, if at all, have you been expected to use an AI system at work?","The Remesh poll question examined the frequency with which participants have been expected to use an AI system at work over the past three months. Among the 1,052 participants, who were distributed across 230 population segments, responses revealed a notable prevalence of AI system usage in the workplace. A plurality, 42.3%, reported being expected to use AI systems 'daily', while an additional 31.8% indicated 'weekly' expectations. Less frequent usage was reported by 10.6% ('monthly') and 1.4% ('annually'). Notably, 13.9% of participants stated they have 'never' been expected to use an AI system at work. These findings suggest that, for a notable proportion of participants, AI system usage has become a routine aspect of their professional responsibilities, with over seven in ten (74.1%) indicating at least weekly expectations. However, a notable minority remain unexposed to such expectations, highlighting ongoing variability in AI adoption across different workplace contexts."
2cbb900b-8d9f-4c7e-a558-3a5376e8ce5c,Poll,"Thinking about the last three months, how often, if at all, have you personally chosen to use an AI system at work?","The Remesh poll question examined the frequency with which participants have personally chosen to use an AI system at work over the past three months. Among the 1,051 participants, who were distributed across 230 population segments, the findings reveal a notable prevalence of regular AI adoption in the workplace. Nearly half of the participants (48.9%) reported using an AI system 'daily', while an additional 32.8% indicated 'weekly' usage. Less frequent engagement was observed, with 9.1% selecting 'monthly' and only 1.2% choosing 'annually'. A minority, 7.9%, stated they have 'never' used an AI system at work in the specified period. These results suggest that the majority of participants are engaging with AI systems at least weekly, highlighting a notable integration of AI technologies into routine professional activities."
2cbb900b-8d9f-4c7e-a558-3a5376e8ce5c,Poll,"Thinking about the last three months, how often, if at all, have you personally chosen to use an AI system at work?","The Remesh poll question examined the frequency with which participants have personally chosen to use an AI system at work over the past three months. Among the 1,051 participants, who were distributed across 230 population segments, the findings reveal a notable prevalence of regular AI adoption in the workplace. Nearly half of the participants (48.9%) reported using an AI system 'daily', while an additional 32.8% indicated 'weekly' usage. Less frequent engagement was observed, with 9.1% selecting 'monthly' and only 1.2% choosing 'annually'. A minority, 7.9%, stated they have 'never' used an AI system at work in the specified period. These results suggest that AI systems have become a routine part of the work experience for a notable majority of participants, with daily and weekly users comprising over 80% of the total responses. The data underscores the growing integration of AI technologies in professional settings, as reflected by the high proportion of participants reporting frequent use."
e3f96004-866e-46e6-be4a-1e83a3e709f8,Poll,"Thinking about the last three months, how often, if at all, have you personally chosen to use an AI system in your personal life?","The Remesh poll question explored the frequency with which participants have personally chosen to use an AI system in their personal lives over the past three months. Among the 1,051 participants, who were distributed across 230 population segments, a notable majority reported frequent engagement with AI technologies. Specifically, 50.4% of participants indicated they use AI systems 'daily', while an additional 34.4% reported 'weekly' usage. Less frequent engagement was observed among 8.8% who selected 'monthly', and 1.7% who chose 'annually'. Only 4.6% of participants stated they have 'never' used an AI system in their personal life during this period. These findings suggest that personal adoption of AI systems is widespread and routine for most participants, with over four in five (84.8%) using AI at least weekly. The data highlight a notably high level of integration of AI technologies into the personal lives of the surveyed population."
