Participant ID,Duration_seconds,LowQualityTag_Perc,UniversalDisagreement_Perc,ASC_Score_Raw,LLM_Judge_Score,LLM_anthropic_claude_sonnet_4,LLM_openai_gpt_4o_mini,LLM_google_gemini_2.5_flash_preview,Duration_Norm,LowQualityTag_Norm,UniversalDisagreement_Norm,LLM_Judge_Norm,PRI_Score_Heuristic,PRI_Score_Enhanced,PRI_Score,PRI_Scale_1_5
2657b59f-a8e1-4786-98bb-b0381e9ad2cc,360.0,0.0,0.0,,0.6499999999999999,0.7,0.6,,0.056179775280898875,1.0,0.5,0.6666666666666665,0.5205992509363295,0.5695926966292134,0.5695926966292134,3.2783707865168537
a8302e4a-717d-446e-86e0-c8c70189285a,540.0,0.0,0.0,,0.5,0.4,0.6,,0.0898876404494382,1.0,0.5,0.48484848484848486,0.5329588014981274,0.5162346782431052,0.5162346782431052,3.064938712972421
11f2674a-fc80-4188-be6e-010487ab72e7,660.0,0.0,0.0,,0.825,0.85,0.8,,0.11235955056179775,1.0,0.5,0.8787878787878787,0.5411985018726592,0.654526302349336,0.654526302349336,3.618105209397344
e0df969f-a767-4045-97ce-3e16029e386c,300.0,0.0,0.0,,0.6499999999999999,0.7,0.6,,0.0449438202247191,1.0,0.5,0.6666666666666665,0.5164794007490636,0.5669241573033708,0.5669241573033708,3.267696629213483
38e81cf3-1cf2-49e0-ae8b-fb822b0d6c6f,420.0,0.0,0.0,,0.75,0.7,0.8,,0.06741573033707865,1.0,0.5,0.7878787878787878,0.5247191011235954,0.6131703268641471,0.6131703268641471,3.4526813074565883
56efba8c-30e1-4244-b584-a42a10eeeeb0,360.0,0.0,0.0,,0.75,0.7,0.8,,0.056179775280898875,1.0,0.5,0.7878787878787878,0.5205992509363295,0.6105017875383043,0.6105017875383043,3.4420071501532172
c4ad6c4c-f6a7-4b5b-bb98-b4f9b9adcc97,1260.0,0.0,0.0,,0.6,0.6,0.6,,0.2247191011235955,1.0,0.5,0.606060606060606,0.5823970037453183,0.5891662410623084,0.5891662410623084,3.3566649642492337
49dc90ac-49ea-456a-9cce-a310669a2af4,720.0,0.0,0.0,,0.6499999999999999,0.7,0.6,,0.12359550561797752,1.0,0.5,0.6666666666666665,0.5453183520599251,0.5856039325842697,0.5856039325842697,3.3424157303370787
016b4a88-f7a5-4c76-bf7a-ed4af8c3815a,480.0,0.0,0.0,,0.44999999999999996,0.3,0.6,,0.07865168539325842,1.0,0.5,0.4242424242424242,0.5288389513108613,0.49311159346271705,0.49311159346271705,2.972446373850868
9968bf9d-31b7-4939-b59b-79d695a622ce,480.0,0.0,0.0,,0.6499999999999999,0.7,0.6,,0.07865168539325842,1.0,0.5,0.6666666666666665,0.5288389513108613,0.5749297752808988,0.5749297752808988,3.2997191011235953
b17e7abd-a99c-40c0-8faa-5d0271485885,420.0,0.0,0.0,,0.6499999999999999,0.7,0.6,,0.06741573033707865,1.0,0.5,0.6666666666666665,0.5247191011235954,0.5722612359550561,0.5722612359550561,3.2890449438202243
30e6b95a-d63c-4fe8-a5b2-afc9c9d916e7,540.0,0.0,0.0,,0.35,0.7,0.0,,0.0898876404494382,1.0,0.5,0.303030303030303,0.5329588014981274,0.4548710418794688,0.4548710418794688,2.8194841675178752
5dcb077b-2317-4dce-956c-94419d85ab9d,180.0,0.0,0.0,,0.55,0.5,0.6,,0.02247191011235955,1.0,0.5,0.5454545454545455,0.5082397003745318,0.5206779877425944,0.5206779877425944,3.0827119509703778
bcb22047-63ee-4fb7-a4be-2054ca53b39b,540.0,0.0,0.0,,0.35,0.3,0.4,,0.0898876404494382,1.0,0.5,0.303030303030303,0.5329588014981274,0.4548710418794688,0.4548710418794688,2.8194841675178752
e39c3d2d-ad68-490f-a703-4df62f0e4501,660.0,0.0,0.0,,0.775,0.75,0.8,,0.11235955056179775,1.0,0.5,0.8181818181818181,0.5411985018726592,0.6340717568947906,0.6340717568947906,3.5362870275791622
21e1528c-83ef-4d78-b5a4-5fa2a27aa26e,360.0,0.0,0.0,,0.44999999999999996,0.3,0.6,,0.056179775280898875,1.0,0.5,0.4242424242424242,0.5205992509363295,0.4877745148110316,0.4877745148110316,2.9510980592441265
4b79d35e-065b-4605-8d50-3af6ec549abf,480.0,0.0,0.0,,0.775,0.75,0.8,,0.07865168539325842,1.0,0.5,0.8181818181818181,0.5288389513108613,0.6260661389172625,0.6260661389172625,3.50426455566905
553f184d-8cb4-4c25-b362-6f3d8a471ad5,600.0,0.0,0.0,,0.6499999999999999,0.7,0.6,,0.10112359550561797,1.0,0.5,0.6666666666666665,0.5370786516853933,0.5802668539325841,0.5802668539325841,3.3210674157303366
8e80c9f4-752c-4b84-82c1-7776def4570b,600.0,0.0,0.0,,0.8500000000000001,0.9,0.8,,0.10112359550561797,1.0,0.5,0.9090909090909092,0.5370786516853933,0.6620850357507662,0.6620850357507662,3.6483401430030646
d14bae73-89ba-4246-b1fa-ee55dbddefd1,660.0,0.0,0.0,,0.6499999999999999,0.7,0.6,,0.11235955056179775,1.0,0.5,0.6666666666666665,0.5411985018726592,0.5829353932584269,0.5829353932584269,3.3317415730337077
fbf11058-2509-4e5a-b688-209eb74b310a,420.0,0.0,0.0,,0.5,0.6,0.4,,0.06741573033707865,1.0,0.5,0.48484848484848486,0.5247191011235954,0.5108975995914198,0.5108975995914198,3.043590398365679
