human_readable_id,uuid,question_text
1,ac7724c0-5aad-414a-b06d-19c05818892c,Please select your preferred language:
2,9883c6ec-06ec-402e-a51d-33740e3585b1,How old are you?
3,2234db6b-486d-49ef-86c6-7f7d47439fff,What is your gender?
4,d1e34e0a-b7c9-4113-b6c6-9faba1e643bd,What best describes where you live?
5,8e27b118-4fb8-4fa1-a838-a34b257c2070,"Overall, would you say the increased use of artificial intelligence (AI) in daily life makes you feel…"
6,815cc5f0-1736-40ef-bd4e-6d96ff2e8d53,What religious group or faith do you most identify with?
7,b0a2a587-0ad7-4d57-8ce3-6626f6726835,What country or region do you most identify with?
14,0f541814-99f4-46bb-8a9a-99332e54a800,What do you think your life might be like in 30 years? Alt: Imagine life 30 years from now. What's the biggest difference you notice in daily life compared to today?
17,ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?
19,ce8d6dba-231c-4353-8e8a-ba1e1eb4a10c,Would these things experts believe could help people make a positive difference in your life?
20,ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?
23,0e9cc226-d1d4-4ac3-bdd3-80dc542579d2,What are the first decisions in your life that you would delegate to an AI?
24,f5407fc4-4693-4284-9c71-9a436ed8a854,Describe a concrete scenario where you would feel uncomfortable with an AI making a decision instead of a human. What specific aspects make you uneasy?
27,bc08be9f-2b79-4127-aaf8-ed63f3178c2d,Explain what makes one of these scenarios better to you than the other.
30,bc08be9f-2b79-4127-aaf8-ed63f3178c2d,Explain what makes one of these scenarios better to you than the other.
32,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail."
34,66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail."
37,3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?
39,5aa658cb-efff-4bef-9ebf-39746fcf8bdc,What is one unique perspective that your culture brings that you want to preserve into the future?
41,22d6c0b5-09f2-4dd2-93de-0e1671b22954,What kinds of cultural things would you be most worried about losing in a future with advanced AI?
44,4a5dd5fe-f1f1-44cc-b869-256c28a98d72,What is the biggest problem in your life right now that you want solved? How would a person other than you know if it was solved?
46,8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible."
48,0d2fce0f-3df8-4dfd-85a9-81e4ffaccdf8,"What is something unique, that other people might not think about, but that you really want to be true about the future? Choose one thing, and be as specific and objective as possible."
50,8f238683-2bd3-41e9-99b4-ed700fad3980,"What are you most scared will be true in the future? Again, choose one thing, and be as specific and objective as possible."
51,07476799-61d5-4e3d-b53b-04e2fc610c2d,"If you could make world leaders understand one thing, what would it be?"
53,df6d9080-be3c-4166-a298-1b9c48e5c008,"Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted)"
54,e6253ecc-a4ed-42e9-99a3-00e4b2ff0f68,Do you feel like you understand yourself better after participating in this conversation?
55,5c0faf51-9f69-48a5-a4cf-6c9305907337,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?"
